CGC_HOSP,RAZAO,UF_ZI,CMPT
50819523000132,GRUPO DE PESQUISA E ASSISTENCIA AO CANCER INFANTIL,35,201505
50819580000111,ASSOCIACAO DA SANTA CASA DE MISERICORDIA DE PILAR DO SUL,35,201505
50832898000132,ASSOCIACAO DE CAR DA STA CASA DE MIS IMACULADA CONCEICAO,35,201505
50850353000159,SANTA CASA DE MISERICORDIA DE JOANOPOLIS,35,201505
50857960000140,SANTA CASA DE MISERICORDIA DE JOSE BONIFACIO,35,201505
50944198000130,HOSPITAL DE CARIDADE SAO VICENTE DE PAULO,35,201505
50951805000512,ASSOCIACAO EDUCADORA BENEFICENTE,35,201505
50958859000186,INSTITUTO JUNDIAIENSE LUIZ BRAILLE,35,201505
50984517000130,EMED SERVICOS MEDICOS E HOSPITALARES SC LTDA,35,200801
50985266000290,FACULDADE DE MEDICINA DE JUNDIAI,35,201505
51103562000100,SOCIEDADE BENEFICENTE DE CASTILHO,35,201505
51103778000167,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MURUTINGA DO SUL,35,200801
51245165000245,PREFEITURA MUNICIPAL DE BARUERI,35,200801
51261998000119,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SUZANO,35,201505
51261998000208,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SUZANO,35,201303
51274850000119,IRMANDADE SANTA CASA DE MISERICORDIA DE JUNQUEIROPOLIS,35,201505
51332658000131,IRMANDADE DA SANTA CASA DE MISERICORDIA DE LARANJAL PTA,35,201505
51381903000109,IRMANDADE DA SANTA CASA DE MISERICORDIA DE LEME,35,201505
51421279000118,HOSP MAT BENEF DE CHARQUEADA,35,201505
51425106000178,ASSOCIACAO BENEFICENTE HOSPITAL NOSSA SENHORA DA PIEDADE,35,201504
51455806000105,LAR ASSISTENCIAL SAO BENEDITO,35,201505
51469187000108,SOCIEDADE OPERARIA HUMANITARIA,35,201505
51473692000126,IRM STA CASA MIS DE LIMEIRA,35,201505
51504132000191,SANTA CASA DE MISERICORDIA DE TAGUAI,35,201505
51506467000149,IRMANDADE DA SANTA CASA DE MISERICORDIA DE IACRI,35,201505
51516649000109,CONSORCIO INTERMUNICIPAL DE SAUDE,35,200801
51612828000131,HOSPITAL MATERNIDADE FREI GALVAO,35,201505
51619906000200,CENTRO DE PREVENCAO E REABILITACAO DA DEFICIENCIA DA VISAO,35,201505
51660082000131,ASSOCIACAO HOSPITALAR SANTA CASA DE LINS,35,201505
51722957013160,AMICO SAUDE LTDA,35,201408
51779304000130,IRMANDADE DA SANTA CASA DE MISERICORDIA LORENA,35,201505
51804771000172,ASSOCIACAO BENEFICENTE DE PIRANGI,35,201505
51807535000100,ASSOCIACAO DE PROTECAO E ASSIST A MATERN E INF DE BORBOREMA,35,201505
51832640000107,IRMANDADE DA SANTA CASA DE MISERICORDIA DE LUCELIA,35,201505
51845782000109,IRMANDADE DE SANTA CASA DE URANIA,35,201505
51846871000161,HOSPITAL DO OLHO RIO PRETO LTDA,35,200801
51855534000130,HOSPITAL ASSISTENCIAL DE POTIRENDABA,35,201505
51889400000130,IRMANDADE DA SANTA CASA DE MACATUBA,35,201505
52049244000162,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MARILIA,35,201505
52050010000135,HOSPITAL ESPIRITA DE MARILIA,35,201505
52050911000127,ASSOCIACAO FEMININA DE MARILIA MATERNIDADE GOTA DE LEITE,35,201505
52268596000109,SANTA CASA DE MISERICORDIA PE JOAO SCHNEIDER MARTINOPOLIS,35,201504
52314861000148,SOCIEDADE MATONENSE DE BENEMERENCIA,35,201505
52343829000190,SANTA CASA DE MISERICORDIA DE MIGUELOPOLIS,35,201505
52356268000245,CONSORCIO DE DESENVOLVIMENTO REG DE GOV DE SJDA BOA VISTA,35,201505
52393204000133,IRMANDADE DA SANTA CASA DE MISERICORDIA DE NOVA EUROPA,35,201504
52505153000194,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MOCOCA,35,201505
52543766000116,SANTA CASA DE MISERICORDIA DE MOGI DAS CRUZES,35,201505
52739950000136,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MOGI GUACU,35,201505
52775392000164,IRMANDADE DA SANTA CASA DE MISERICORDIA DE MOGI MIRIM,35,201505
52780673000105,ASSOCIACAO ESPIRITA JESUS E CARIDADE,35,201505
52803319000159,FUNDACAO OSWALDO RAMOS,35,201505
52852100000140,IRMANDADE DE MISERIC DO HOSPITAL DA SANTA CASA DE MONTE ALTO,35,201505
52879905000187,IRMANDADE STA CASA DE MISERICORDIA DE MONTE APRAZIVEL,35,201505
52941614000171,ASSOCIACAO DE BENEMERENCIA SENHOR BOM JESUS,35,201505
52941887000116,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INFANCIA,35,201505
52973872000130,ASSOCIACAO HOSPITAL BENEFICENTE SAGRADO CORACAO DE JESUS,35,201505
53150298000182,IRMANDADE DA SANTA CASA DE MISERICORDIA DE NOVA GRANADA,35,201505
53174827000188,IRMANDADE SAO JOSE DE NOVO HORIZONTE,35,201505
53221255000221,ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS,35,201505
53221255001201,ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS,35,201505
53221255001546,ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS,35,201505
53221255001970,ASSOC LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS,35,201505
53221255003409,ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS,35,201505
53221255005100,ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DE DEUS,35,201505
53221255005371,ASSOCIACAO LAR SAO FRANCISCO DE ASSIS NA PROVIDENCIA DEUS,52,201505
53227229000120,SANTA CASA DE MISERICORDIA DE OLIMPIA,35,201505
53311999000156,HOSPITAL BENEFICENTE SANTO ANTONIO,35,201505
53338992000128,IRMANDADE DA SANTA CASA DE MISERICORDIA DE OSVALDO CRUZ,35,201505
53412144000111,ASSOCIACAO DA SANTA CASA DE MISERICORDIA DE OURINHOS,35,201505
53412144000200,ASSOCIACAO DA SANTA CASA DE MISERICORDIA DE OURINHOS,35,201505
53524534000183,SANTA CASA DE MISERICORDIA DE PACAEMBU,35,201505
53593398000183,SANTA CASA DE MISERICORDIA DE PALMITAL,35,201505
53636015000107,HOSPITAL E PRONTO SOCORRO COMUNITARIO VILA IOLANDA SC LTDA,35,200801
53638649000107,SANTA CASA DE MISERICORDIA DE PARAGUACU PAULISTA,35,201505
53691754000100,SANTA CASA DE MISERICORDIA DO DIVINO ESPIRITO SANTO,35,201501
53706362000169,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PARAPUA,35,201503
53723870000155,SANTA CASA DE MISERICORDIA DE PATROCINIO PAULISTA,35,201505
53725560000170,FUNDACAO ADIB JATENE,35,201505
53782355000146,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PAULO DE FARIA,35,201504
53816153000178,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PEDERNEIRAS,35,201505
53894218000101,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PENAPOLIS,35,201505
53966966000144,SANTA CASA DE MISERICORDIA DE PEREIRA BARRETO,35,201505
54022967000101,SANTA CASA DE MISERICORDIA DE PIEDADE,35,201505
54122213000115,SANTA CASA DE MISERICORDIA DE PINDAMONHANGABA,35,201505
54228366000222,ASSOCIACAO ESPIRITA VICENTE DE PAULO,35,201505
54228648000149,IRMANDADE DO HOSPITAL FRANCISCO ROSAS,35,201505
54232459000140,CLINICA DE REPOUSO SANTA ROSA LTDA SC,35,201505
54344833000107,IRMANDADE DA SANTA CASA DE MISERICORDIA SAO VICENTE DE PAULO,35,201505
54370630000187,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PIRACICABA,35,201505
54384631000261,ASSOCIACAO DOS FORNECEDORES DE CANA DE PIRACICABA,35,201505
54667316000160,SOCIEDADE DE BENEFICENCIA DE PIRAJU,35,201505
54722822000105,SOCIEDADE BENEFICIENTE SAO FRANCISCO DE ASSIS DE TUPA,35,201505
54731377000140,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PIRAJUI,35,200801
54848361000111,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PIRASSUNUNGA,35,201505
54916309000155,SANTA CASA DE MISDERICORDIA DE PIRATININGA,35,201505
54931795000180,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PITANGUEIRAS,35,201505
55065601000174,SANTA CASA DE POMPEIA,35,201504
55110753000141,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PONTAL,35,201505
55141725000191,IRMANDADE DA SANTA CASA DE MISERICORDIA DE PORTO FELIZ,35,201505
55189930000127,IRMANDADE DE MISERICORDIA DE PORTO FERREIRA,35,201505
55250476000172,SOCIEDADE BENEFICENTE DE PRESIDENTE BERNARDES,35,201505
55344337000108,SANTA CASA DE MISERICORDIA DE PRESIDENTE PRUDENTE,35,201505
55348122000165,SANATORIO SAO JOAO LTDA,35,201505
55348866000341,ASSOCIACAO REGIONAL ESP DE ASSISTENCIA DA 25 REGIAO P PRUD,35,201505
55559900000165,IRMANDADE DA SANTA CASA DE PRESIDENTE VENCESLAU,35,201505
55686786000134,HOSPITAL E MATERNIDADE DE RANCHARIA,35,201505
55856710000100,ASSOC DE PROT E ASSIT A MATERNIDADE E A INFANCIA DE REGISTRO,35,201505
55939920000161,SANTA CASA DE MISERICORDIA DE RIBEIRAO BONITO,35,201408
55980882000190,HOSPITAL SAO FRANCISCO SOCIEDADE LTDA,35,200801
55989784000114,SOCIEDADE BENEF HOSPITALAR STA CASA DE MIS DE RIB PRETO,35,201505
55990451000105,SOCIEDADE PORTUGUESA DE BENEFICENCIA,35,201505
56350564000109,SOCIEDADE DE MISERICORDIA DE RINOPOLIS,35,201505
56363807000143,IRMANDADE DA STA CASA LEONOR MENDES DE BARROS DE CARDOSO,35,201505
56365356000183,ASSOCIACAO BENEFICENTE JULIA RUETE,35,201505
56384183000140,IRMANDADE DA SANTA CASA DE MISERICORDIA DE RIO CLARO,35,201505
56390123000130,CASA DE SAUDE BEZERRA DE MENEZES,35,201505
56577059000363,FUNDACAO FACULDADE DE MEDICINA MECMPAS,35,201505
56626195000134,SOCIEDADE BENEFICENTE E HOSPITALAR SANTA RITA,35,201505
56690662000195,HOSPITAL E MAT SAO SEBASTIAO STA CASA MIS SALTO GRANDE,35,201505
56725385000109,SANTA CASA DE MISERICORDIA DE SANTA BARBARA DOESTE,35,201505
56777063000103,SANTA CASA SAO JOAQUIM,35,200801
56784424000149,IRMANDADE DO HOSPITAL E MATERNIDADE CORONEL JUCA FERREIRA,35,201505
56813926000150,SANTA CASA DE MISERICORDIA DE STA CRUZ DO RIO PARDO,35,201505
56889595000132,HOSPITAL DE MISERICORDIA DE ALTINOPOLIS,35,201505
56896368000134,IRMANDADE DE MISERICORDIA DE JABOTICABAL,35,201505
56898356000149,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SANTA ISABEL,35,201505
56927809000118,IRMANDADE DA SANTA CASA DE MISER DE STA RITA DO PASSA QUATRO,35,201505
56959117000151,SANTA CASA DE MISERICORDIA DE SANTA ROSA DE VITERBO,35,201505
57038952000111,SANTA CASA DE MISERICORDIA DE SANTO AMARO,35,201505
57047342000184,FUNDACAO HOLAMBRA DE SAUDE,35,200801
57326118000121,AUTARQUIA HOSPITAL MUNICIPAL DE IEPE,35,201205
57388506000137,IRMANDADE DO HOSPITAL DE CARIDADE ANITA COSTA,35,201505
57553265000134,IRMANDADE DA SANTA CASA DE MIS MAUA,35,201505
57571275000283,FUABC HOSPITAL DE ENSINO,35,200801
57571275000526,HOSPITAL MUNICIPAL UNIVERSITARIO DE SAO BERNARDO DO CAMPO,35,200801
57571275000879,FUNDACAO ABC,35,201307
57571275000950,FUNDACAO DO ABC,35,201505
57571275001174,FUNDACAO DO ABC,35,201408
57571275001255,FUNDACAO DO ABC FUABC,35,201203
57571275001336,FUNDACAO DO ABC FUABC,35,201505
57722118000140,FUNDACAO DE APOIO AO ENSINO PESQUISA E ASSISTENCIA HCFMRP,35,201505
57740490000260,CONSORCIO INTERMUNICIPAL DE SAUDE DO VALE DO RIBEIRA,35,201505
58194622000188,SOCIEDADE PORTUGUESA DE BENEFICENCIA,35,201505
58198524000119,IRMANDADE DA SANTA CASA DA MISERICORDIA DE SANTOS,35,201505
58484239000164,SANTA CASA DE MISERICORDIA FREDERICO OZANAN,35,201505
59006460000170,FUNDACAO BENEFICIENTE DE PEDREIRA,35,201501
59086215000110,SANTA CASA DE MISERICORDIA SAO BENTO DO SAPUCAI,35,201505
59610394000142,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO CARLOS,35,201505
59759084000194,SANTA CASA DE MISERICORDIA DONA CAROLINA MALHEIROS,35,201505
59761015000115,HOSPITAL FELICIO LUCHINI,35,201503
59849182000112,SANTA CASA DE MISERICORDIA DE SAO JOAQUIM DA BARRA,35,201505
59852277000195,INSTITUTO DE AMPARO AO EXCEPCIONAL NHANDEARA,35,201505
59901454000186,SANTA CASA DE MISERICORDIA HOSPITAL SAO VICENTE,35,201505
59972307000105,ASSOCIACAO PORTUGUESA DE BENEFICENCIA DE SAO JOSE DO RIO PRE,35,201505
59981712000181,IRMANDADE DA SANTA CASA DE MISERICORDIA DE S J RIO PRETO,35,201505
59986224000167,HOSPITAL DR ADOLFO BEZERRA DE MENEZES,35,201505
60007648000383,INSTITUTO ESPIRITA NOSSO LAR,35,201505
60127198000109,STS ESTETICLIN HOSPITAL GERAL LTDA,35,200809
60194990000682,INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA,35,201505
60194990000763,INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA,35,201505
60194990000844,INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA,31,201505
60194990001140,INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA,35,201505
60194990002111,INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA,42,200801
60194990002200,INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA,42,201505
60315462000120,SANTA CASA DE MISERICORDIA DE SAO LUIZ DO PARAITINGA,35,201505
60332673000170,IRMANDADE DA CASA PIA SAO VICENTE DE PAULA,35,201505
60499365000215,FUNDACAO LEONOR DE BARROS CAMARGO,35,201505
60518180000987,SOCIEDADE EDUCADORA DA INFANCIA E JUVENTUDE,31,200801
60544244000167,SOCIEDADE HOSPITAL SAMARITANO,35,201505
60552098000111,SOCIEDADE BRASILEIRA E JAPONESA DE BENEFICIENCIA SANTA CRUZ,35,201412
60740719000190,SANATORINHOS ACAO COMUNITARIA DE SAUDE,35,200801
60742616000160,CASA DE SAUDE SANTA MARCELINA,35,201505
60742616000240,C ASA DE SAUDE SANTA MARCELINA,11,201505
60747318000162,INSTITUTO DE ASSI MEDICA DO SERVIDOR PUBLICO ESTADUAL SP,35,201505
60762846000190,ASSOCIACAO CRUZ VERDE,35,201505
60765823000130,SOCIEDADE BENEFICENTE ISRAELITA BRAS HOSP ALBERT EINSTEIN,35,201505
60833910001230,INSTITUICAO ADVENTISTA CENTRAL BRAS DE EDUCACAO E ASS SOCIAL,50,201505
60922168000429,ASSOCIACAO CONGREGACAO DE SANTA CATARINA,33,201505
60922168001077,ASSOCIACAO CONGREGACAO DE SANTA CATARINA,33,201505
60922168001158,ASSOCIACAO CONGREGACAO DE SANTA CATARINA,32,201505
60922168001824,ASSOCIACAO CONGREGACAO DE SANTA CATARINA,51,201505
60922168002553,ASSOCIACAO CONGREGACAO DE SANTA CATARINA,33,201505
60922168004335,ASSOCIACAO CONGREGACAO DE SANTA CATARINA,35,201505
60922168004688,ASSOCIACAO CONGREGACAO DE SANTA CATARINA,51,201505
60945854000172,INSTITUTO DO CANCER ARNALDO VIEIRA DE CARVALHO,35,201505
60961422000155,SERVICO SOCIAL DA IND DO PAPEL PPLAO E CORT DO EST SAO PAULO,35,201503
60961968000106,FUNDACAO ANTONIO PRUDENTE,35,201505
60975737000909,SOCIEDADE BENEFICENTE SAO CAMILO,16,201502
60975737001395,SOCIEDADE BENEFICENTE SAO CAMILO,23,201505
60975737001638,SOCIEDADE BENEFICENTE SAO CAMILO,21,201505
60975737001719,SOCIEDADE BENEFICENTE SAO CAMILO,23,201505
60975737002014,SOCIEDADE BENEFICENTE SAO CAMILO,32,201505
60975737002286,SOCIEDADE BENEFICENTE SAO CAMILO,21,201505
60975737002367,SOCIEDADE BENEFICIENTE SAO CAMILO,22,201505
60975737002529,SOCIEDADE BENEFICENTE SAO CAMILO,31,201505
60975737002600,SOCIEDADE BENEFICIENTE SAO CAMILO,15,201505
60975737003096,SOCIEDADE BENEFICENTE SAO CAMILO,41,201505
60975737003339,SOCIEDADE BENEFICIENTE SAO CAMILO,31,201505
60975737003509,SOCIEDADE BENEFICENTE SAO CAMILO,23,201505
60975737003762,SOCIEDADE BENEFICENTE SAO CAMILO,31,201505
60975737004149,SOCIEDADE BENEFICENTE SAO CAMILO,31,201505
60975737005463,SOCIEDADE BENEFICIENTE SAO CAMILO,23,201505
60975737005706,SOCIEDADE BENEFICENTE SAO CAMILO,35,201505
60975737005897,SOCIEDADE BENEFICENTE SAO CAMILO,52,201505
60975737005978,SOCIEDADE BENEFICENTE SAO CAMILO,15,201505
60975737006001,SOCIEDADE BENEFICENTE SAO CAMILO,23,201505
60975737006273,SOCIEDADE BENEFICENTE SAO CAMILO,41,201505
60975737006354,SOCIEDADE BENEFICENTE SAO CAMILO,41,201505
60975737006435,SOCIEDADE BENEFICIENTE SAO CAMILO,31,201505
60975737006516,SOCIEDADE BENEFICENTE SAO CAMILO,24,201505
60975737006869,SOCIEDADE BENEFICENTE SAO CAMILO,35,201505
60975737007164,SOCIEDADE BENEFICENTE SAO CAMILO,23,201505
60975737007245,SOCIEDADE BENEFICENTE SAO CAMILO,35,201505
60975737007598,SOCIEDADE BENEFICENTE SAO CAMILO,35,201505
60975737007679,SOCIEDADE BENEFICENTE SAO CAMILO,23,201505
60975737007750,SOCIEDADE BENEFICENTE SAO CAMILO,51,201505
60975737007830,SOCIEDADE BENEFICENTE SAO CAMILO,31,201505
60975737007911,SOCIEDADE BENEFICENTE SAO CAMILO,51,201505
60975737008055,SOCIEDADE BENEFICENTE SAO CAMILO,35,201505
60975737008136,SOCIEDADE BENEFICIENTE SAO CAMILO,35,201505
60975737008489,SOCIEDADE BENEFICENTE SAO CAMILO,35,201505
60975976000101,ASSOCIACAO BENEFICIENTE NOSSA SENHORA DE NAZARE,35,201505
60979457000111,ASSOCIACAO DE ASSISTENCIA A CRIANCA DEFICIENTE,35,201505
60988813000163,HOSPITAL VERA CRUZ LTDA,35,200801
60990751001791,FUNDACAO SAO PAULO,35,201505
60992427000650,BENEFICENCIA NIPO BRASILEIRA DE SAO PAULO,35,201503
60992427001893,BENEFICENCIA NIPO BRASILEIRA DE SAO PAULO,35,201505
61599908000158,REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA,35,201505
61599908003173,REAL E BENEMERITA ASSOCIACAO PORTUGUESA DE BENEFICENCIA,35,201505
61617908000214,CONGREGACAO DAS IRMAS HOSPITALEIRAS D0 SAGR COR DE JESUS,35,201505
61617908000303,CONGREGACAO DAS IRMAS HOSPITALEIRAS DO SAG CORACAO DE JESUS,31,201505
61617908000486,CONGREGACAO DAS IRMAS HOSPIT DO SAGRADO CORACAO DE JESUS,35,201505
61626958000187,HOSPITAL JOAO EVANGELISTA,35,200801
61667580000160,ASSOCIACAO BENEFICENTE DOS HOSPITAIS SOROCABANA,35,200801
61667580000240,ASSOCIACAO BENEFICENTE HOSPITAIS SOROCABANA,35,200801
61699567000192,SPDM ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICINA,35,201505
61699567004694,SPDM ASSOCIACAO PAULISTA PARA O DESENVOLVIMENTO DA MEDICIN,42,201505
61705877000334,ASSOCIACAO EVANGELICA BENEFICENTE,35,201504
61821344000156,SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,35,201209
61956496000247,CENTRO DE VALORIZACAO DA VIDA,35,201505
61957627000120,CASA DE DAVID TAB ESPIRITA PARA EXCEPCIONAIS,35,201505
61986402000282,ASSOCIACAO FILHAS DE SAO CAMILO,42,201505
61986402000363,ASSOCIACAO FILHAS DE SAO CAMILO,31,201505
61986402000797,ASSOCIACAO FILHAS DE SAO CAMILO,31,201505
61986402001173,ASSOCIACAO FILHAS DE SAO CAMILO,29,201505
61986402001254,ASSOCIACAO FILHAS DE SAO CAMILO,43,201505
61986402001416,ASSOCIACAO FILHAS DE SAO CAMILO,35,201505
61986402001505,ASSOCIACAO FILHAS DE SAO CAMILO,41,201505
62106505000192,CRUZ AZUL DE SAO PAULO,35,201502
62220637000302,CENTRO ESPIRITA NOSSO LAR CASAS ANDRE LUIZ,35,201505
62277207002290,ORGANIZACAO SANTAMARENSE DE EDUCACAO E CULTURA OSEC,35,201403
62424536000191,SOCIAM ASSISTENCIA MEDICA LTDA,35,201505
62779145000947,ISCMSP CENTRO DE ATENCAO INTEGRADA A SAUDE MENTAL,35,201505
62827860000150,CASA DA CRIANCA BETINHO LAR ESPIRITA P EXCEPCIONAIS,35,201505
62932942000165,INSTITUTO BRASILEIRO DE CONTROLE DO CANCER,35,201505
63025530008270,UNIVERSIDADE DE SAO PAULO HRAC,35,201505
63025530008512,HOSPITAL UNIVERSITARIO DA UNIVERSIDADE DE SAO PAULO,35,201505
63086359000224,POLICLINICA DE IRECE LTDA,29,200801
63088645000148,HOSPITAL E MATERNIDADE PONTE NOVA S C LTDA,29,201505
63112114000143,PREFEITURA MUNICIPAL DE GENTIO DO OURO,29,200801
63177125000101,HOSPITAL E MATERNIDADE PINDAI S/C LTDA,29,200801
63177745000221,ASSOCIACAO BENEFICENTE SAO PEDRO,29,201505
63177745000302,ASSOCIACAO BENEFICENTE SAO PEDRO,32,201503
63254312000141,E B S FERNANDES E CIA LTDA,29,201505
63259618000190,LITHOCENTER HOSPITAL DIA LTDA,29,200801
63403018000154,PREFEITURA MUNICIPAL DE ARARI,21,201503
63451363000244,PREFEITURA MUNICIPAL DE TURIACU,21,201505
63534697000109,MELO GOIABEIRA LTDA,21,200801
63573521000158,CLINICA NOSSA SENHORA DAS GRACAS SC,21,201505
63602940000170,FUNDACAO HOSPITAL ESTADUAL DO ACRE,12,201505
63678320000115,FUND DE HEMAT E HEMOTERAPIA DO AMAZONAS,13,201505
63761019000170,CENTRO DE MEDICINA TROPICAL DE RONDONIA,11,201505
63761944000282,PREFEITURA MUNICIPAL DE GOVERNADOR JORGE TEIXEIRA,11,201505
63761985000279,PREFEITURA MUNICIPAL DE MONTE NEGRO,11,201411
63761993000215,PREFEITURA MUNICIPAL DE SERINGUEIRAS,11,201505
63762009000230,UNDADE MISTA DE SAUDE DE NOVO HORIZONTE DO OESTE,11,201505
63801575000123,CLINICA DE ACIDENTADOS SAO FRANCISCO,15,201505
63813331000160,HOSPITAL DAS CLINICAS DE DOM ELISEU,15,201505
64486822000298,CONSORCIO INTERMUNICIPAL DE SAUDE DO ALTO SAO FRANCISCO,31,201505
65712689000122,SANTA CASA DE MISERICORDIA DE CAJOBI,35,201505
65713471000192,IRMANDADE DA SANTA CASA DE MISERICORDIA DE POPULINA,35,201412
66229196000107,HOSPITAL JESUS MENINO,31,200801
67185694000150,GRUPO DE APOIO AO ADOLESCENTE E A CRIANCA COM CANCER GRAAC,35,201505
69428597000257,PREFEITURA MUNICIPAL DE TASSO FRAGOSO,21,200801
69574929000120,HOSPITAL E MATERNIDADE DE TIMON LTDA,21,200801
69602100000194,JOSE LINCOLIN SOBRAL MATOS,22,200801
69697290000170,ASSOC BENEF FAM CARENTES PACAJUS,23,200801
69924546000135,CLIPS II HOSPITAL GERAL MENINO JESUS,26,200801
70014030000132,INSTITUTO DA VISAO LTDA,27,201505
70134440000117,HOSPITAL E MAT MARIA J MARANHAO,25,201505
70524145000177,HOSPITAL DE MEDICINA ESPECIALIZADA LTDA,51,201505
70524178000117,SOCIEDADE BENEF HOSP DR BEZERRA DE MENEZES,50,201505
70914171000101,HOSPITAL BENEFICIENTE SAO LUCAS DE SAO PEDRO,35,201505
70945936000170,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SAO ROQUE,35,201505
71033278000103,CASA DE SAUDE SAO JANUARIO,31,201505
71051536000184,SANTA CASA DE MISERICORDIA DE GRAMA,35,201505
71071666000189,SANTA CASA DE MISERICORDIA DE SAO SIMAO,35,201505
71262703000136,ASSOCIACAO DA SANTA CASA DE MISERICORDIA DE SERRA NEGRA,35,201505
71305635000145,SOCIEDADE BENEFICENTE HOSP STACASA DE MISERICORDIA SERRANA,35,201503
71326292000103,IRMANDADE DA SANTA CASA DE SERTAOZINHO,35,201502
71352488000164,REZENDE OLIVEIRA E OLIVEIRA LTDA,31,200801
71408546000124,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SOCORRO,35,201505
71462501000138,INSTITUTO PSIQUIATRICO PROF ANDRE TEIXEIRA LIMA LTDA,35,201505
71485056000121,IRMANDADE DA SANTA CASA DE MISERICORDIA DE SOROCABA,35,200801
71858880000180,HOSPITAL PSIQUIATRICO VERA CRUZ SC LTDA,35,200801
71867600000108,ASSOCIACAO PROTETORA DOS INSANOS DE SOROCABA,35,200801
71981476000107,ASSOCIACAO BENEFICENTE DE TABAPUA,35,201505
71991087000154,SANTA CASA DE MISERICORDIA SAO MIGUEL,35,201505
72052350000102,IRMANDADE DA SANTA CASA DE MISERICORDIA DE TAMBAU,35,201505
72079114000180,SANTA CASA SAO VICENTE DE PAULO DE TANABI,35,201505
72127210000156,IRMANDADE STA CASA DE MISER E MATERN D ZILDA SALVAGNI,35,201505
72189582000107,SANTA CASA DE MISERICORDIA DE TATUI,35,201505
72386212000160,INSTITUTO DOUTOR FRANCISCO SPINOLA,33,201505
72457716000123,SANTA CASA DE MISERICORDIA DE TIETE,35,201505
72510480000141,CENTRO DE ONCOLOGIA CASCAVEL SC LTDA,41,201505
72510480000303,CENTRO DE ONCOLOGIA CASCAVEL S C LTDA,41,201505
72547623000190,SANTA CASA DE MISERICORDIA DE TUPA,35,201505
72551799000115,HOSPITAL BENEFICENTE SAO JOSE,35,201505
72557689000160,CASA DA CRIANCA DE TUPA,35,201505
72576143000157,SERVICOS HOSPITALARES YUGE LTDA,53,201504
72699119000105,IRMANDADE SANTA CASA DE MISERICORDIA DE TUPI PAULISTA,35,201505
72747967000142,SANTA CASA DE MIS IRMANDADE DO SENHOR DOS PASSOS DE UBATUBA,35,201505
72790280000190,IRMANDADE DE MISERICORDIA DE URUPES,35,201505
72835804000111,SANTA CASA DE MISERICORDIA DE VALPARAISO,35,201505
72863665000130,HOSPITAL DE CARIDADE DE VARGEM GRANDE DO SUL,35,201505
72909179000105,IRMANDADE DA SANTA CASA DE VINHEDO,35,201505
72938079000107,HOSPITAL E MATERNIDADE SAO VICENTE DE PAULO,35,201505
72957814000120,SANTA CASA DE MISERICORDIA DE VOTUPORANGA,35,201505
73027690000146,SANTA CASA DE MISERICORDIA DE CHAVANTES,35,201505
73360539000125,ASSOCIACAO BENEFICENTE DA POLICIA MILITAR,42,201505
73433427000157,FUNDACAO DE SAUDE DO ALTO VALE DO ITAJAI,42,201505
73488637000142,HOSPITAL SENHOR DO BONFIM LTDA,29,200801
73547937000155,HOSPITAL ITAGIBA LTDA ME,29,201505
73610818000280,FUNDACAO COMUNITARIA DE ENSINO SUPERIOR DE ITABIRA,31,201505
