CGC_HOSP,RAZAO,UF_ZI,CMPT
09125576000150,PRONTO SOCORRO CARDIOLOGICO LTDA,25,200801
09127333000150,ASSISTENCIA MEDICA INFANTIL DA PARAIBA LTDA,25,201505
09138615000153,CLINICA DE OLHOS DA AMAZONIA LTDA ME,15,201410
09152345000135,FUNDACAO HOSPITALAR DR MOISES MAGALHAES FREIRE,31,201505
09195308000104,CAMI CENTRO DE ATENCAO MEDICA INFANTIL,29,201505
09198342000132,ASSOCIACAO DE PROTE MATCACHOEIRA DOS INDIOS,25,200801
09200064000100,ASS DE PROTECAO A MATERNIDADE E ASSISTENCIA A INFANCIA,25,200801
09217985000186,FUNDACAO ASSISTENCIAL E HOSPITALAR DE JUAZEIRINHO,25,201408
09227935000180,FUND A HOSP T RURAL IGARACY,25,200801
09239385000119,SOCIEDADE OBSTETRICA CIRURGICA E GINECOLOGICA LTDA SOCIGINE,25,201304
09239906000138,PRONTO SOCORRO DE FRATURAS DE GUARABIRA,25,201502
09242595000166,FUNDACAO MEDICA HOSPITALAR DE SOLEDADE,25,200801
09245424000190,CLINICA PSIQUIATRICA E PSICOLOGICA DE CAJAZEIRAS LTDA,25,201411
09250028000151,HOSPITAL SANTA PAULA LTDA,25,200801
09281224000193,FUNDACAO HOSPITALAR MUNICIPAL JOAO HENRIQUE,31,201505
09291054000128,HOSPITAL DE OLHOS DE CONQUISTA LTDA,29,201504
09297961000184,SOCIEDADE HOSPITALAR GADELHA DE OLIVEIRA LTDA,25,201101
09303124000110,ASSOCIACAO BENEFICENTE ASS MAT INFANCIA,25,201505
09314039000158,IOFAL SERVICOS MEDICOS HOSPITALARES LTDA,27,200904
09317181000159,FUNDACAO MANOEL VITORIANO DE FREITAS,25,200801
09338617000196,FUNDACAO MARTA RIBEIRO COUTINHO,25,200801
09364737000168,ASSOCIACAO SOCIAL AMIGOS DA SOLIDARIEDADE ASAS,51,201505
09367238000124,NUCLEO DE MEDICINA DA BAHIA LTDA,29,201505
09377417000142,HOSPITAL MAT JOAO BATISTA DE CARVALHO LTDA,25,200801
09379157000144,CLINICA DE OLHOS FRANCISCO PINTO LTDA,25,201411
09394396000173,APAMI DE AUGUSTO SEVERO,24,201004
09395377000161,CASA SAUDE MATERNIDADE STA RITA DE CASSIA LTDA,25,200801
09398447000135,CLINICA PEDRO CAVALCANTI LTDA,24,201401
09409705000131,HOSPITAL SAO THIAGO LTDA,26,201302
09415258000123,PRONTOCLINICA DE OLHOS LTDA,24,200801
09417742000191,PRONTOCLINICA DA CRIANCA LTDA,24,201505
09433715000102,FUNDACAO GOVERNADOR FLAVIO RIBEIRO COUTINHO,25,201505
09434101000145,HOSPITAL E PRONTO SOCORRO INFANTIL SANTA RITA LTDA,25,200801
09473029000165,SOCIEDADE HOSPITALAR ITAPIRANGA LTDA,42,201505
09501255000102,CENTRO DE OFTALMOLOGIA SC LTDA,23,201005
09522483000169,SOCIEDADE MEDICA CIRURGICA DESEMB HERMES PARAYBA LTDA,23,201505
09528436000122,ASSOCIACAO BENEFICENTE HOSPITAL UNIVERSITARIO,35,201505
09535935000147,HOSPITAL GERAL DE CLINICAS LTDA,15,201103
09561263000144,COMANDO MILITAR DA AMAZONIA 12 REGIAO MILITAR,13,201412
09576312000112,FUNDACAO HOSPITALAR DE BOA VISTA DA APARECIDA,41,201202
09623258000119,COMANDO 12 REGIAO MILITAR,13,201503
09734237000170,AIDA DE ANDRADE LIMA RABELLO,26,200801
09778077000161,CASA DE SAUDE JOAO ALFREDO LTDA,26,200801
09794975000707,SECRETARIA DE SAUDE,26,201505
09794975001185,SECRETARIA DE SAUDE,26,201505
09794975002238,SECRETARIA DE SAUDE,26,201505
09794975011229,SECRETARIA DE SAUDE,26,201505
09794975013272,SECRETARIA DE SAUDE,26,201505
09794975013353,SECRETARIA DE SAUDE,26,201505
09794975016611,FUNDACAO DE SAUDE AMAURY DE MEDEIROS,26,200801
09794975017340,SECRETARIA DE SAUDE,26,201505
09794975018908,SECRETARIA DE SAUDE,26,201505
09794975020643,SECRETARIA DE SAUDE,26,201505
09794975022263,PERNAMBUCO SECRETARIA DE SAUDE,26,201505
09794975022930,SECRETARIA DE SAUDE,26,201505
09985342000182,HOSPITAL DAS CLINICAS DO CARPINA,26,201505
10001295000174,CLINICA PSIQUIATRICA DE CARUARU LTDA,26,200801
10016141000156,ASSOCIACAO DOUGLAS BRAUN,15,201504
10070258000118,PRONTO SOCORRO DE CARDIOLOGIA DE CARUARU LTDA,26,200904
10072296000371,INSTITUTO ALCIDES DANDRADE LIMA,26,201505
10072296000452,INSTITUTO ALCIDES D ANDRADE LIMA,26,201505
10072296000533,INSTITUTO ALCIDES DANDRADE LIMA,26,201505
10143737000117,HOSPITAL DA VISAO DO PARANA LTDA,41,201505
10159361000139,FERREIRA FILHO CLINICA MEDICA LTDA,29,201505
10168094000166,CASA DE SAUDE E MATERNIDADE NOSSA SENHORA DE FATIMA,26,201505
10216398000151,HOSPITAL E MATERNIDADE SAO VICENTE,15,201505
10217271000157,ASSOCIACAO SANTA CASA DE OBIDOS,15,201505
10231967000138,CLINIFARMA SERVICOS E FARMACEUTICOS LTDA,15,200801
10241503000102,HOSPITAL INFANTIL PALMIRA SALES,26,201505
10246288000132,LUIZ LEITE DE OLIVEIRA FILHO,15,200801
10248599000130,CASA DE SAUDE E MATER N SRA DO PERPETUO SOCORRO LTDA,26,201505
10249381000281,PREFEITURA MUL DE SANTA MARIA DAS BARREIRAS,15,201505
10280543000163,CASA DE SAUDE E MATERNIDADE SAO VICENTE,26,201505
10280543000244,CLINICA PSIQUIATRICA SAO VICENTE LTDA,26,201505
10424628000178,MARCANTE REBESCHINI E CIA LTDA,41,201505
10435212000155,HOSPITAL MATERNIDADE SAO GERALDO LTDA,21,200801
10436979000280,FUNDACAO HOSPITALAR DE SAUDE,28,201307
10436979000875,FUNDACAO HOSPITALAR DE SAUDE,28,201307
10436979001090,FUNDACAO HOSPITALAR DE SAUDE,28,201307
10436979001170,FUNDACAO HOSPITALAR DE SAUDE,28,201307
10436979001251,FUNDACAO HOSPITALAR DE SAUDE,28,201306
10436979001332,FUNDACAO HOSPITALAR DE SAUDE,28,201308
10436979001502,FUNDACAO HOSPITALAR DE SAUDE,28,201308
10443430000131,SOCIEDADE MEDICO HOSPITALAR NOSSA SENHORA DE LOURDES LTDA,26,201505
10462736000135,INSTITUTO DE EDUCACAO SAUDE E TECNOLOGIA IEST,29,201303
10464517000195,HOLP HOSPITAL DE OLHOS LOUIS PASTEUR,29,201404
10498663000131,SAUDE CENTER HOSPITAL E MATERNIDADE LTDA,15,201505
10504843000189,CASA DE SAUDE E MATERNIDADE DE LIMOEIRO,26,201505
10543007000103,CASA DE SAUDE E MATERNIDADE DR GRIMAURO FRAGA LTDA,26,200801
10572048000209,SECRETARIA DE SAUDE,26,201505
10572048000390,SECRETARIA DE SAUDE,26,201505
10572048000470,SECRETARIA DE SAUDE,26,201505
10572048000551,SECRETARIA DE SAUDE,26,201505
10572048000632,SECRETARIA DE SAUDE,26,201505
10572048000713,SECRETARIA DE SAUDE,26,201505
10572048000802,SECRETARIA DE SAUDE,26,201505
10572048000985,SECRETARIA DE SAUDE,26,201505
10572048001442,SECRETARIA DE SAUDE,26,201505
10572048001523,SECRETARIA DE SAUDE,26,201505
10572048002171,SECRETARIA DE SAUDE,26,201505
10572048002686,SECRETARIA DE SAUDE,26,201505
10572048003658,SECRETARIA DE SAUDE,26,201505
10572048003739,SECRETARIA DE SAUDE,26,201504
10580952000185,UNID MISTA DE SAUDE JOSIAS CARVALHO,22,201505
10583920000133,HOSPITAL DO TRICENTENARIO,26,201505
10585039000171,ORGANIZACAO SAO LUCAS,41,201505
10588424000172,SANATORIO PSIQUIATRICO DE RECUPERACAO LTDA,26,201505
10605798000159,CIRCULO DE TRABALHADORES CRISTAOS DE OROBO,26,201505
10623536000117,CENTRO HOSPITALAR MENINO JESUS,26,201505
10648327000128,HOSPITAL GERAL DE PAUDALHO,26,200801
10658920000155,HOSPITAL CENTRAL DE PAULISTA,26,201504
10660736000140,SOCIEDADE HOSPITALAR SAO JOSE LTDA,26,200801
10661759000179,HOSPITAL PSQUIATRICO DO PAULISTA S A,26,200801
10666439000101,CENTRO OFTALMOLOGICO DE REFERENCIA LTDA,35,201308
10667814000138,FUNDACAO ALTINO VENTURA,26,201505
10678790000112,HOSPITAL MODELO DE ANANINDEUA LTDA,15,201505
10699965000178,FUNDACAO BENEFICENTE LINDOLFO FERNANDES DOS SANTOS,24,201505
10706266000370,AMBAR SAUDE,31,201505
10710564000171,CENTRO HOSPITALAR DE PESQUEIRA LTDA,26,201503
10727279000163,ASSOCIACAO COMUNITARIA DE FLORANIA,24,201309
10727444000187,APAMI DE CAMPO REDONDO,24,200801
10739225000118,INSTITUTO SOCIAL DAS MEDIANEIRAS DA PAZ,26,201505
10750859000171,SOCIEDADE CASA DE SAUDE MATERNIDADE N SENHORA DE FATIMA,26,200801
10793027000132,OXTAL MEDICINA INTERNA E TERAPIA INTENSIVA,53,201505
10848190000155,HOSPITAL DA POLICIA MILITAR GENERAL EDSON RAMALHO,25,201505
10853927000128,FUNDACAO MED.ASS.DOS BENEFICIARIOS DA PREV.SOC.,25,200801
10856433000105,SANATORIO RECIFE LTDA,26,200801
10867687000110,CLINICA ORTOPEDICA E TRAUMATOLOGICA DE NATA LTDA,24,201505
10869782000404,SANTA CASA DE MISERICORDIA DO RECIFE,26,201505
10882132000148,CLINICA PSIQUIATRICA SANTO ANTONIO LTDA,26,200801
10886026000132,INSTITUTO DA CRIANCA DE ALAGOAS LTDA,27,200801
10889442000194,SEMEP SERVICOS MEDICOS DE PENEDO LTDA,27,200801
10892164000124,REAL HOSPITAL PORTUGUES DE BENEFICIENCIA EM PE,26,201505
10896819000132,ASSOCIACAO SAO JOAO DA ESCOCIA,26,200801
10905094000100,CEHOSP CENTRAL DE EMERGENCIA HOSPITALAR LTDA ME,27,201312
10930451001153,CASA DE SAUDE E MATERNIDADE SANTA HELENA LTDA,26,200801
10978838000108,SECRETARIA DE ESTADO DA SAUDE DO MARANHAO,21,201505
10981529000197,GERD TREITINGER E CIA LTDA,41,201505
10984508000125,INSTITUTO DE PSIQUIATRIA DO RECIFE,26,200801
10988301000129,INSTITUTO DE MEDICINA INTEGRAL PROF FERNANDO FIGUEIRA,26,201505
10990934000171,ASSOCIACAO FRIEDRICH E INGRUN SEYBOTH FILADELFIA,41,201505
10992824000149,CLINICA MEDICA GERAL DE SIMOES LTDA,22,201505
11005774000121,HOSPITAL PSIQUIATRICO DE PERNAMBUCO LTDA,26,200801
11015716000189,CASA DE SAUDE E MATERNIDADE DE ALDEIAS ALTAS LTDA,21,201302
11022597001244,CENTRO INTEGRADO DE SAUDE AMAURI DE MEDEIROS CISAM,26,201505
11022597001325,HOSPITAL UNIVERSITARIO OSWALDO CRUZ,26,201505
11022597001597,PRONTO SOCORRO CARDIOLOGICO DE PERNAMBUCO,26,201505
11055682000156,FUNDACAO DE SAUDE PUBLICA DE NOVO HAMBURGO FSNH,43,201505
11058618000129,INSTITUTO DE TERAPIA INTENSIVA E SERVICOS MEDICO HOSP LTDA,53,201407
11096423000173,HOSPITAL BAIA SUL,42,201504
11108871000140,BRITO E MACIEL MEDICOS ASSOCIADOS LTDA,52,201505
11259289000184,PREFEITURA MUNICIPAL DE SAO BRAS,27,201005
11266993000164,PREFEITURA MUNICIPAL DE TOCANTINOPOLIS,17,201103
11285282000137,FUNDACAO ESTATAL DE SAUDE DO PANTANAL,50,201505
11286598000143,ASSOCIACAO DE PROT E ASSIST A MAT E A INF DE SIRINHAEM,26,200801
11293929000172,ASSOCIACAO HOSPITALAR DE OUROESTE,35,201503
11294402000243,PREFEITURA MUNICIPAL DO CABO DE SANTO AGOSTINHO,26,201505
11351301000186,PRONTO SOCORRO SAO FRANCISCO LTDA,26,201505
11367141000163,FARIAS BATISTA LTDA,26,201505
11400405000133,PRONTO SOCORRO DE TRAUMATOLOGIA DE CARUARU,26,200801
11403094000166,CASA DE SAUDE SANTA EFIGENIA LTDA,26,201505
11417649000129,ASSOCIACAO DE PROTECAO A MATERNIDADE E A INF DE BREJINHO,26,201505
11432480000186,PREFEITURA MUNICIPAL DE GOIATINS,17,201103
11452240000305,ORGANIZACAO HOSPITALAR DE PERNAMBUCO LTA,26,200801
11469145000152,J MOURA SOARES LTDA SC,26,201505
11476660000160,ASSOCIACAO DE PROT E ASSIST A MATERN E INFANCIA DE BUIQUE,26,201505
11509468000122,COMPLEXO HOSPITALAR HLI LTDA ME ME,14,201505
11528147000175,GRUPO G 7 ADM HOSPITALAR SS,52,201505
11620088000160,SECRETARIA DE ESTADO DA SAUDE DO MARANHAO,21,201505
11638194000171,CLINICA SANTA MARTA,22,201505
11659651000104,HOSPITAL DIA DE OFTALMOLOGIA LTDA,42,201502
11683042000190,UNIAO BENEFICENTE DOS TRABALHADORES DO MORENO,26,201505
11683174000112,ASSDE PROT A MAT E A INFANCIA DE VITORIA DE STO ANTAO,26,201505
11705795000150,HOSPITAL GERAL DE CAMARAGIBE LTDA,26,200801
11719465000113,CASA DE SAUDE E MATERNIDADE CLOTILDE SOUTO MAIOR,26,201505
11719614000144,JOSE ALVES DE CARVALHO NUNES,26,200801
11729421000174,INSTITUTO DA MULHER DONA LINDU,13,201505
11737272000195,PREFEITURA MUNICIPAL DE FRANCO DA ROCHA,35,201410
11774775000130,ANTONIO GOMES DE AZEVEDO,21,200801
11790136000169,ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA,21,201202
11794674000121,HOSPITAL SAO CARLOS LTDA,23,201505
11812443000101,INSTITUTO JOAO FERREIRA LIMA,26,201505
11822574000161,PREF M PENTECOSTE,23,200801
11866365000110,CENTRO HOSPITALAR SANTA MARIA,26,201505
11867413000194,SOCIEDADE MEDICA DA VITORIA,26,201505
11867413000275,SOCIEDADE MEDICA DA VITORIA,26,201504
11913577000100,SECRETARIA MUNICIPAL DE SAUDE,11,201105
11924693000125,HOSPITAL JOSE ALBERTO MAIA LTDA,26,200801
11943553000102,SECRETARIA DA SAUDE DO ESTADO DA BAHIA SESAB,29,201202
11947082000100,CASA DE SAUDE E MATERNIDADE SANTA IZABEL,26,200801
12066486000140,MATERNIDADE E CASA DE SAUDE SAO JOSE LTDA,22,201504
12081329000103,PREFEITURA MUNICIPAL DE RIACHAO,21,201505
12081691000265,PREFEITURA MUNICIPAL DE CAROLINA,21,201505
12095899000152,ASSOCIACAO DE SAUDE E ASSISTENCIA A MATERNIDADE E INFANCIA,21,200801
12100707000159,FUNDACAO MATERNIDADE ANTENOR FREITAS ABREU,21,200801
12134383000170,ROSEMAN SOARES MAMEDE,21,200801
12153623000183,HOSPITAL INFANTIL E MATERNIDADE DARCY VARGAS,27,200801
12156837000103,MEIOS DE PROMOCAO DE SAUDE LTDA,26,201504
12158614000185,HOSPITAL SANTA NEUSA LTDA,21,201505
12160289000195,PREFEITURA MUNICIPAL DE CAROLINA,21,200801
12160545000144,CASA DE SAUDE E MAT N SRA DE FATIMA LTDA,27,201505
12171534000160,CASA DE SAUDE E MATERNIDADE AFRA BARBOSA LTDA,27,201505
12174223000154,ASSOCIACAO BENEFICIENTE DA COMUNIDADE LUZILANDENSE,22,201502
12181962000173,SOCIEDADE SIMPLES GRUPO DE URGENCIA E RECUPERACAO INF LTDA,27,200801
12186367000120,HOSPITAL ORTOPEDCO DE MACEIO,27,201505
12200259000246,SECRETARIA DE ESTADO DA SAUDE FES,27,201505
12200259000408,SECRETARIA DE ESTADO DA SAUDE FES,27,201505
12200259000912,SECRETARIA DE ESTADO DA SAUDE FES,27,201505
12200259001137,SECRETARIA DE ESTADO DA SAUDE FES,27,201501
12200259001218,SECRETARIA DE ESTADO DA SAUDE FES,27,201505
12200259001307,UNIDADE DR CARLOS GOMES DE BARROS,27,200801
12200259001560,SECRETARIA DE ESTADO DA SAUDE FES,27,201505
12200259001641,SECRETARIA DE ESTADO DA SAUDE FES,27,201505
12209664000144,CLINICA DR JOSE NILSON SC LTDA,23,201505
12272795000176,ORGANIZACAO HOSPITALAR ALAGOANA LTDA,27,201505
12277315000160,CLINICA SANTA JULIANA SC LTDA,27,201505
12281036000170,SC CLINICA DE REPOUSO DR JOSE LOPES DE MENDONCA,27,201505
12291290000159,FUNDACAO HOSPITAL DA AGRO IND DE ACUCAR E O ALCOOL DE AL,27,201505
12291423000197,CLINICA INFANTIL DE MACEIO SOCIEDADE CIVIL LTDA,27,200801
12301131000198,ORGANIZACAO DE ASSISTENCIA NEURO PSIQUIATRICA ORGANEP LTDA,27,201505
12303269000126,ORGANIZACAO MEDICO HOSPITALAR DE ALAGOAS ORGAMEDAL,27,201505
12303483000182,CLINICA DE FRATURAS E REABILITACAO DE MACEIO LTDA.,27,200801
12304275000106,CLINICA INFANTIL SANTA TEREZINHA,27,200801
12305371000160,HOSPITAL DE OLHOS SANTA LUZIA LTDA,27,201504
12307187000150,SANTA CASA DE MISERICORDIA DE MACEIO,27,201505
12307187000230,SANTA CASA DE MISERICORDIA DE MACEIO,27,201505
12310579000178,LIGA ALAGOANA CONTRA A TUBERCULOSE,27,201505
12314720000100,CLINICA INFANTIL SANTA MARIA SOCIEDADE CIVIL LTDA,27,201505
12319539000197,HOSPITAL DAS CLINICAS DE ESPERANTINA LTDA,22,200801
12383538000101,HOSPITAL GERAL DAGOBERTO UCHOA LOPES DE OMENA,27,201505
12383618000167,SOC DE CONF DE SAO VICENTE DE PAULO E MATERNIDADE ST CAR,27,201505
12474672000118,PREF M PARAMBU,23,201503
12474705000120,HOSPITAL DAS CLINICAS DA FACULDADE DE MEDICINA DE BOTUCATU,35,201505
12484945000105,HOSPITAL GERAL DE JATI SC LTDA,23,200801
12509238000126,SOCIEDADE BENEFICIENTE DE PALMEIRA DOS INDIOS,27,201505
12511093000289,PREFEITURA MUNICIPAL DE NOVA OLINDA DO MARANHAO,21,201505
12517793000604,UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS,27,201505
12517793000876,UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS,27,201505
12517793000957,UNIVERSIDADE ESTADUAL DE CIENCIAS DA SAUDE DE ALAGOAS,27,201505
12526083000136,POLICLINICA MAE SANTINHA,21,200801
12542999000180,SANTA CASA DE MISERICORDIA IRMANDADE GARCIA,27,201505
12553806000277,PREFEITURA MUNICIPAL DE MIRANDA DO NORTE,21,201411
12575502000120,HOSP NOSSA SENHORA DE LOURDES E MAT ARMANDO LAGES,27,201505
12600146000157,FUNSAU NA FUNDACAO SERVICOS DE SAUDE DE NOVA ANDRADINA,50,201505
12627470000169,HOSPITAL MUNICIPAL LEONIDAS MELO,22,201505
12721072000107,ASSOCIACAO BENEFICIENTE CONEGO MANOEL VIERA DA COSTA,25,201505
12737680000100,SANTA CASA DE MISERICORDIA DE SAO MIGUEL DOS CAMPOS,27,201505
12817701000105,CRUZ VERMELHA BRASILEIRA FILIAL DO MUNIC DE BARRA DO PIRAI,33,201505
12846027000189,ASSOCIACAO HOSPITALAR SAO JOSE DE JARAGUA DO SUL,42,201505
12846027000189,ASSOCIACAO HOSPITALAR SAO JOSE DE JARAGUA DO SUL,42,201503
13002704000145,HOSPITAL E MATERNIDADE SAO JOSE,28,201505
13016332000106,FUNDACAO DE BENEFICENCIA HOSPITAL DE CIRURGIA,28,201505
13016621000105,HOSPITAL SAO JOSE,28,201505
13016717000173,FUNDACAO DE SAUDE PUBLICA SAO CAMILO DE ESTEIO,43,201505
13025354000132,FUNDACAO HOSPITALAR SAO FRANCISCO DE ASSIS FHSFA,31,201505
13025507000141,ASSOCIACAO ARACAJUANA DE BENEFICENCIA,28,201505
13030481000120,CASA DE SAUDE SANTA MARIA LTDA,28,200801
13040837000106,CLINICA DE ACIDENTADOS LTDA,28,200801
13056940000144,SOMED SOCORROS MEDICOS LTDA,29,201112
13086053000119,CLINICA SANTA HELENA LTDA,28,200801
13091715000149,ASSOCIACAO BENEFICENTE NOSSA SENHORA SANTANA,28,200801
13092374000126,HOSPITAL E MATERNIDADE NOSSO SENHOR DOS PASSOS,28,200801
13098041000104,HOSPITAL SAO LUIZ GONZAGA,28,200801
13124227000190,CLINICA DE REPOUSO SAO MARCELLO LTDA,28,201505
13130521001349,HOSPITAL GOVERNADOR JOAO ALVES FILHO,28,200801
13130521001349,SECRETARIA DE ESTADO DA SAUDE DE SERGIPE,28,200809
13130521001420,SECRETARIA DE ESTADO DA SAUDE,28,200801
13131370000100,SAO LUCAS MEDICO HOSPITALAR LTDA,28,201505
13183513000127,FUNDACAO HOSPITAL MUNICIPAL GETULIO VARGAS,43,201505
13183513000208,FUNDACAO HOSPITAL MUNICIPAL GETULIO VARGAS SAPUCAIA DO SUL,43,201505
13188370000146,HOSPITAL DE OLHOS RUY CUNHA LTDA,29,201501
13221684000101,HOSPITAL NOSSA SENHORA DE LOURDES LTDA EPP,29,201505
13222773000164,ASSOCIACAO DE PROT MAT E INFAN DE CASTRO ALVES,29,201505
13222773000245,APMI DE CASTRO ALVES,29,201207
13224225000173,SANTA CASA DE MISERICORDIA DE CANUDOS,29,200801
13228002000265,ASSOCIACAO BENEFICENTE TAYLOR EGIDIO,29,201505
13236591000142,HOSPITAL CAMEL LTDA,29,200801
13247150000146,CENTRO DE ASSISTENCIA SOCIAL DE ITANHEM,29,201505
13258637000124,ASSOCIACAO DE BENEFICENCIA AMPARO DE MARIA,28,201505
13284872000170,INSTITUTO BRANDAO DE REABILITACAO,29,201505
13296018000124,INSTITUTO VALE DO UNA,26,201505
13305693000172,ASSOCIACAO DE PROT A MAT E A INF ARNALDO GARCEZ,28,200801
13340625000144,CLINICA MEDICO CIRURGICA DE CONQUISTA LTDA,29,200801
13342563000100,ASSOCIACAO CAPELENSE DE ASSIST. AO PROXIMO DESAMPARADO,29,200801
13345236000101,CLINICA DR SEVERINO DO RAMO V DE FREITAS CIA LTDA,29,200801
13346572000179,CLINICA ANDRE LUIZ LTDA,29,201505
13356779000124,DIAGNOSE MEDICO HOSPITALAR LTDA,28,201109
13366414000180,ASSOCIACAO HOSPITALAR DE SERGIPE,28,201505
13370183000189,FUNDACAO HOSPITAL SANTA LYDIA,35,201505
13414781000102,AUTARQUIA MUNICIPAL HOSPITAL DR JOSE EVANGELISTA DE OLIVEIRA,23,201303
13458922000199,AME ATENDIMENTO MEDICOS LTDA,29,200801
13489109000186,SERVICO MEDICO SANTO ESTEVAO LTDA,29,200801
13512578000179,ASSOCIACAO HOSPITALAR SAO FRANCISCO DE PAULA,33,201505
13562665000130,HOSPITAL DAS CLINICAS DE EUNAPOLIS LTDA,29,201505
13601653000178,CLINICA MARIA WALKIRIA LTDA,29,200801
13625694000102,ASSOCIACAO BENEFICENTE DE IPIRA,29,200801
13644877000167,CENTRO ESPECIALIDADE TRAUMATOLOGIA REABILITACAO E ORTOPEDIA,29,200801
13647177000126,SOCIEDADE DE ASSISTENCIA A COMUNIDADE INHAMBUPENSE,29,200801
13651716000109,HOSPITAL SERVIR SERVICOS MEDICOS ESPECIALIZADOS LTDA,29,200801
13671086000126,GRUPO HOSPITALAR MATTER DEI LTDA,29,201505
13672019000126,SOCORRO MEDICO PERMANENTE,29,200801
13680236000168,PROMATER PRONTO SOCORRO E MATERNIDADE GUANAMBI LTDA,29,200801
13701214000137,FUNDACAO HOSPITALAR DE IBIRATAIA,29,201505
13717624000176,SOCIEDADE SAO VICENTE DE PAULO,29,200801
13752936000110,FUNDACAO HOSPITAL E MATERNIDADE DE ITORORO,29,201505
13756754000118,ASSOCIACAO DE PROT MATER E A INFANCIA DE CACULE,29,201505
13769132000124,SANTA CASA DE MISERICORDIA DE COLATINA,32,201505
13777776000164,FUNDACAO HOSPITALAR SENHORA SANTANA,29,201505
13779830000100,SOASE SOCIEDADE ASSISTENCIAL DE SEABRA,29,201505
13783097000106,SINDICATO DOS TRABALHADORES RURAIS DE RIO DO PIRES,29,201505
13788658000151,CENTRO MEDICO SANTALUZ LTDA,29,201505
13805940000108,ASSOCIACAO DE PROTECAO A MATERNIDADE E INFANCIA DE POJUCA,29,201505
13818208000164,CASA DE SAUDE SANTO ANTONIO LTDA,29,201505
13824560000102,SANTA CASA DE MISERICORDIA DE OLIVEIRA DOS CAMPINHOS,29,201505
13835558000210,PREFEITURA MUNICIPALDE BIRITINGA,29,200801
13838479000262,CARITAS DIOCESANA DE CARAVELAS,29,200801
13838479000343,CARITAS DIOCESANA DE CARAVELAS,29,200801
13838784000173,ASSOCIACAO HOSPITALAR DE CARAVELAS,29,201408
13858154000160,SOCIEDADE MEDICA ASSISTENCIAL DE IGUAI,29,201412
13858592000129,ASSOC DE ASSIST A SAUDE E MATER A INFANCI DE N CANAA,29,201505
13865084000178,CUPE CLINICA E URGENCIA PEDIATRICA LTDA,29,200801
13906284000121,ASSOCIACAO DE DESENVOLVIMENTO COMUNITARIO DE MUCUGE,29,200801
13914874000104,SOBABY CLINICA INFANTIL E URGENCIA LTDA,29,200801
13914874000287,SO BABY CLINICA INFANTIL E URGENCIAS LTDA,26,200801
13926639000578,MONTE TABOR CENTRO ITALO BRASILEIRO DE PROMOCAO SANITARIA,29,201505
13926639000730,MONTE TABOR CENTRO ITALO BRASILEIRO DE PROMOCAO SANITARIA,29,201505
13935309000115,HOSPITAL DE OLHOS ROLEMBERG GOIS LTDA,28,201505
13937131000222,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131000303,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131000494,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131000575,SECRETARIA DA SAUDE DO ESTADO DA BAHIA,29,200801
13937131000818,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131001032,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131001385,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131001547,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131001890,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131001970,SECRETARIA DA SAUDE DO ESTADO DA BAHIA,29,200801
13937131002004,SECRETARIA DA SAUDE DO ESTADO DA BAHIA,29,200801
13937131002276,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131002438,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131002519,SESAB SECRETARIA DA SAUDE DO ESTADO DA BAHIA,29,200801
13937131002608,SECRETARIA DA SAUDE DO ESTADO DA BAHIA,29,200801
13937131002780,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131002942,SECRETARIA DA SAUDE DO ESTADO DA BAHIA SESAB,29,200801
13937131003833,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131004058,BAHIA SECRETARIA DE SAUDE DO ESTADO,29,201505
13937131004210,SESAB - SECRETARIA DA SAUDE DO ESTADO DA BAHIA,29,200801
13937131004309,SASEB - SECRETARIA DA SAUDE DO ESTADO DA BAHIA,29,200801
