CID,DESCRICAO,TP_NIVEL,RESTRSEXO,DS_CATEGORIA,DS_GRUPO,DS_CAPITULO
Z626,Press nao apropr p/pais e outr falhas educ,SUBCAT,5,Outr probl relac c/a educacao da crianca,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z628,Outr probl espec relac educacao dos filhos,SUBCAT,5,Outr probl relac c/a educacao da crianca,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z629,Problema NE relac c/a educacao dos filhos,SUBCAT,5,Outr probl relac c/a educacao da crianca,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z63,Outr probl rel grupo prim apoio incl sit fam,CAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z630,Problemas nas relacoes c/conjuge ou parceiro,SUBCAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z631,Problemas relacoes c/os pais ou c/os sogros,SUBCAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z632,Suporte familiar inadequado,SUBCAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z633,Ausencia de um dos membros da familia,SUBCAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z634,Desaparecimento falecimento membro familia,SUBCAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z635,Rompimento familia p/separacao ou divorcio,SUBCAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z636,Parente dependente cuidados resid domicilio,SUBCAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z637,Outr acontec dificeis incid familia lar,SUBCAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z638,Outr probl espec relac grupo prim de suporte,SUBCAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z639,Problema NE relac c/o grupo prim de suporte,SUBCAT,5,Outr probl rel grupo prim apoio incl sit fam,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z64,Problemas relac algumas outr circ psicossoc,CAT,5,Problemas relac algumas outr circ psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z640,Problemas relac c/uma gravidez nao desejada,SUBCAT,5,Problemas relac algumas outr circ psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z641,Problemas relacionados c/multiparidade,SUBCAT,5,Problemas relac algumas outr circ psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z642,Proc aceit interv fis nutr quim perig nociv,SUBCAT,5,Problemas relac algumas outr circ psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z643,Proc aceit interv comport psic perig nocivas,SUBCAT,5,Problemas relac algumas outr circ psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z644,Desacordo c/conselheiros,SUBCAT,5,Problemas relac algumas outr circ psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z65,Probl relac outr circunstancias psicossoc,CAT,5,Probl relac outr circunstancias psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z650,Condenacao s/prisao tribunal civil criminal,SUBCAT,5,Probl relac outr circunstancias psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z651,Prisao ou encarceramento,SUBCAT,5,Probl relac outr circunstancias psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z652,Problemas ligados a libertacao de prisao,SUBCAT,5,Probl relac outr circunstancias psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z653,Problemas ligados a outr circunst legais,SUBCAT,5,Probl relac outr circunstancias psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z654,Vitima de crime ou de atos terroristas,SUBCAT,5,Probl relac outr circunstancias psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z655,Exposicao catastrofe guerra e outr hostilid,SUBCAT,5,Probl relac outr circunstancias psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z658,Outr probl espec relac circunst psicossoc,SUBCAT,5,Probl relac outr circunstancias psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z659,Probl relac circunstancias psicossociais NE,SUBCAT,5,Probl relac outr circunstancias psicossoc,Z55-Z65 Pessoas com riscos socioeconômicos e psicossociais,XXI. Fatores que influenciam o estado de saúde
Z70,Aconselh relat atit comport orient sexualid,CAT,5,Aconselh relat atit comport orient sexualid,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z700,Acompanhament relat atitud materia sexualid,SUBCAT,5,Aconselh relat atit comport orient sexualid,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z701,Aconselh relat comport orient sexual sujeito,SUBCAT,5,Aconselh relat atit comport orient sexualid,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z702,Aconselh relat comport orient sexual terc,SUBCAT,5,Aconselh relat atit comport orient sexualid,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z703,Acons rel preoc ass rel atit comp orient sex,SUBCAT,5,Aconselh relat atit comport orient sexualid,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z708,Outr aconselhamentos em materia sexualidade,SUBCAT,5,Aconselh relat atit comport orient sexualid,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z709,Aconselhamento NE em materia de sexualidade,SUBCAT,5,Aconselh relat atit comport orient sexualid,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z71,Pess cont serv saud outr acons cons med NCOP,CAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z710,Pessoa que consulta interesse de um terceiro,SUBCAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z711,Pessoa c/medo queixa nao foi feito diagn,SUBCAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z712,Pessoa que consulta p/explic achados exame,SUBCAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z713,Aconselhamento e supervisao dieteticos,SUBCAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z714,Aconselhamento e supervisao p/abuso alcool,SUBCAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z715,Aconselhamento e supervisao p/abuso drogas,SUBCAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z716,Aconselhamento p/o abuso de fumo,SUBCAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z717,Aconselhamento a proposito do HIV,SUBCAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z718,Outr aconselhamentos espec,SUBCAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z719,Aconselhamento NE,SUBCAT,5,Pess cont serv saud outr acons cons med NCOP,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z72,Problemas relacionados c/o estilo de vida,CAT,5,Problemas relacionados c/o estilo de vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z720,Uso do tabaco,SUBCAT,5,Problemas relacionados c/o estilo de vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z721,Uso de alcool,SUBCAT,5,Problemas relacionados c/o estilo de vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z722,Uso de droga,SUBCAT,5,Problemas relacionados c/o estilo de vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z723,Falta de exercicio fisico,SUBCAT,5,Problemas relacionados c/o estilo de vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z724,Regime e habitos alimentares inadequados,SUBCAT,5,Problemas relacionados c/o estilo de vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z725,Comport sexual de alto risco,SUBCAT,5,Problemas relacionados c/o estilo de vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z726,Mania de jogo e apostas,SUBCAT,5,Problemas relacionados c/o estilo de vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z728,Outr problemas relacionados c/o estilo vida,SUBCAT,5,Problemas relacionados c/o estilo de vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z729,Problema NE relacionado c/o estilo de vida,SUBCAT,5,Problemas relacionados c/o estilo de vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z73,Problemas relacionados c/a organiz modo vida,CAT,5,Problemas relacionados c/a organiz modo vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z730,Esgotamento,SUBCAT,5,Problemas relacionados c/a organiz modo vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z731,Acentuacao de tracos de personalidade,SUBCAT,5,Problemas relacionados c/a organiz modo vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z732,Falta de repouso e de lazer,SUBCAT,5,Problemas relacionados c/a organiz modo vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z733,Stress NCOP,SUBCAT,5,Problemas relacionados c/a organiz modo vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z734,Habilidades sociais inadequadas NCOP,SUBCAT,5,Problemas relacionados c/a organiz modo vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z735,Conflito sobre o papel social NCOP,SUBCAT,5,Problemas relacionados c/a organiz modo vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z736,Limites impostos as atividades p/invalidez,SUBCAT,5,Problemas relacionados c/a organiz modo vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z738,Outr probl relac organiz modo de vida,SUBCAT,5,Problemas relacionados c/a organiz modo vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z739,Probl relac organiz modo de vida NE,SUBCAT,5,Problemas relacionados c/a organiz modo vida,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z74,Probl relac depend pess q oferece cuid saude,CAT,5,Probl relac depend pess q oferece cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z740,Mobilidade reduzida,SUBCAT,5,Probl relac depend pess q oferece cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z741,Necessidade de assist c/cuidados pessoais,SUBCAT,5,Probl relac depend pess q oferece cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z742,Necess assist domic nenh pessoa lar,SUBCAT,5,Probl relac depend pess q oferece cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z743,Necessidade de supervisao continua,SUBCAT,5,Probl relac depend pess q oferece cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z748,Outr probl relac dep pess q ofer cuid saude,SUBCAT,5,Probl relac depend pess q oferece cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z749,Probl NE relac depend pess q ofer cuid saude,SUBCAT,5,Probl relac depend pess q oferece cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z75,Probl relac facilid medic outr cuid saude,CAT,5,Probl relac facilid medic outr cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z750,Falta disponib servicos medicos no domicilio,SUBCAT,5,Probl relac facilid medic outr cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z751,Pess esper ser admit estab med adeq out part,SUBCAT,5,Probl relac facilid medic outr cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z752,Outr periodo de espera p/invest e tratamento,SUBCAT,5,Probl relac facilid medic outr cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z753,Facilid saude nao disponiveis ou nao acess,SUBCAT,5,Probl relac facilid medic outr cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z754,Outr organiz cuidados nao disp ou nao acess,SUBCAT,5,Probl relac facilid medic outr cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z755,Cuid dispensados ajudar familias ferias,SUBCAT,5,Probl relac facilid medic outr cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z758,Outr dific esp relac facil med out cuid saud,SUBCAT,5,Probl relac facilid medic outr cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z759,Probl NE relac facil med outr cuid saude,SUBCAT,5,Probl relac facilid medic outr cuid saude,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z76,Pessoas cont serv saude em outr circunst,CAT,5,Pessoas cont serv saude em outr circunst,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z760,Emissao de prescricao de repeticao,SUBCAT,5,Pessoas cont serv saude em outr circunst,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z761,Superv cuid saude de criancas assistidas,SUBCAT,5,Pessoas cont serv saude em outr circunst,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z762,Superv cuid saud out crianc rec-nasc sadios,SUBCAT,5,Pessoas cont serv saude em outr circunst,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z763,Pessoa em boa saude acompanh pessoa doente,SUBCAT,5,Pessoas cont serv saude em outr circunst,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z764,Outr pensionistas estab de cuidados de saude,SUBCAT,5,Pessoas cont serv saude em outr circunst,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z765,Pessoa fingindo ser doente,SUBCAT,5,Pessoas cont serv saude em outr circunst,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z768,Cont serv saude p/outr circunstancias espec,SUBCAT,5,Pessoas cont serv saude em outr circunst,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z769,Pessoa cont serv saude em circunstancias NE,SUBCAT,5,Pessoas cont serv saude em outr circunst,Z70-Z76 Pessoas em contato com serviços de saúde — outras,XXI. Fatores que influenciam o estado de saúde
Z80,Historia familiar de neopl malig,CAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z800,Historia familiar neopl malig org digestivos,SUBCAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z801,Historia famil neopl malig traq bronq pulm,SUBCAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z802,Hist fam neopl malig outr org resp intrator,SUBCAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z803,Historia familiar de neoplasia de mama,SUBCAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z804,Historia familiar neopl malig org genitais,SUBCAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z805,Historia familiar neopl malig trato urinario,SUBCAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z806,Historia familiar de leucemia,SUBCAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z807,Hist fam out neopl malig tec linf hemat corr,SUBCAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z808,Hist familiar neopl malig outr org aparelhos,SUBCAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z809,Historia familiar de neopl malig NE,SUBCAT,5,Historia familiar de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z81,Historia familiar transt mentais e comport,CAT,5,Historia familiar transt mentais e comport,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z810,Historia familiar de retardo mental,SUBCAT,5,Historia familiar transt mentais e comport,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z811,Historia familiar de abuso de alcool,SUBCAT,5,Historia familiar transt mentais e comport,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z812,Historia familiar de abuso de fumo,SUBCAT,5,Historia familiar transt mentais e comport,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z813,Historia familiar abuso outr subst psicoativ,SUBCAT,5,Historia familiar transt mentais e comport,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z814,Historia familiar de abuso de outr subst,SUBCAT,5,Historia familiar transt mentais e comport,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z818,Hist familiar outr transt mentais comport,SUBCAT,5,Historia familiar transt mentais e comport,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z82,Hist fam alg incap doenc cron incapacitacao,CAT,5,Hist fam alg incap doenc cron incapacitacao,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z820,Hist fam epilepsia outr doenc sist nerv,SUBCAT,5,Hist fam alg incap doenc cron incapacitacao,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z821,Historia familiar cegueira e perda de visao,SUBCAT,5,Hist fam alg incap doenc cron incapacitacao,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z822,Historia familiar surdez e perda de audicao,SUBCAT,5,Hist fam alg incap doenc cron incapacitacao,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z823,Historia familiar de acid vascular cerebral,SUBCAT,5,Hist fam alg incap doenc cron incapacitacao,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z824,Hist fam doenc isq coracao out doenc ap circ,SUBCAT,5,Hist fam alg incap doenc cron incapacitacao,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z825,Hist fam asma outr doenc resp infer cronicas,SUBCAT,5,Hist fam alg incap doenc cron incapacitacao,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z826,Hist fam artr out doenc sist osteom tec conj,SUBCAT,5,Hist fam alg incap doenc cron incapacitacao,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z827,Hist fam malform deform congen anom cromos,SUBCAT,5,Hist fam alg incap doenc cron incapacitacao,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z828,Hist fam outr incap doenc cron incapac NCOP,SUBCAT,5,Hist fam alg incap doenc cron incapacitacao,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z83,Historia familiar de outr transt especificos,CAT,5,Historia familiar de outr transt especificos,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z830,Historia familiar de doenc p/HIV,SUBCAT,5,Historia familiar de outr transt especificos,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z831,Historia familiar outr doenc infecc parasit,SUBCAT,5,Historia familiar de outr transt especificos,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z832,Hist fam doenc sang org hemat transt imunit,SUBCAT,5,Historia familiar de outr transt especificos,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z833,Historia familiar de diabetes mellitus,SUBCAT,5,Historia familiar de outr transt especificos,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z834,Hist fam outr doenc endocr nutr e metab,SUBCAT,5,Historia familiar de outr transt especificos,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z835,Hist fam outr transt dos olhos e dos ouvidos,SUBCAT,5,Historia familiar de outr transt especificos,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z836,Historia familiar de doenc aparelho respirat,SUBCAT,5,Historia familiar de outr transt especificos,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z837,Historia familiar doenc aparelho digestivo,SUBCAT,5,Historia familiar de outr transt especificos,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z84,Historia familiar de outr afeccoes,CAT,5,Historia familiar de outr afeccoes,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z840,Historia familiar doenc da pele e tec subcut,SUBCAT,5,Historia familiar de outr afeccoes,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z841,Historia familiar de transt do rim e ureter,SUBCAT,5,Historia familiar de outr afeccoes,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z842,Historia familiar outr doenc ap geniturinar,SUBCAT,5,Historia familiar de outr afeccoes,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z843,Historia familiar de consanguinidade,SUBCAT,5,Historia familiar de outr afeccoes,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z848,Historia familiar de outr afeccoes espec,SUBCAT,5,Historia familiar de outr afeccoes,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z85,Historia pessoal de neopl malig,CAT,5,Historia pessoal de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z850,Historia pessoal neopl malig org digestivos,SUBCAT,5,Historia pessoal de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z851,Hist pess neopl malig traq bronquio e pulmao,SUBCAT,5,Historia pessoal de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z852,Hist pess neopl malig out org resp intrator,SUBCAT,5,Historia pessoal de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
Z853,Historia pessoal de neopl malig de mama,SUBCAT,5,Historia pessoal de neopl malig,Z80-Z99 Pessoas com riscos relacionados com história pessoal e familiar,XXI. Fatores que influenciam o estado de saúde
